15.91,4.2673
15.96,4.2498
16.01,4.2322
16.06,4.2146
16.11,4.1971
16.16,4.1795
16.21,4.1620
16.26,4.1444
16.31,4.1268
16.37,4.1151
16.42,4.0917
16.47,4.0800
16.52,4.0566
16.57,4.0449
16.62,4.0273
16.67,4.0098
16.72,3.9922
16.77,3.9746
16.83,3.9571
16.88,3.9395
16.93,3.9220
16.98,3.9044
17.03,3.8868
17.08,3.8693
17.13,3.8576
17.18,3.8341
17.24,3.8166
17.29,3.7990
17.34,3.7815
17.39,3.7698
17.44,3.7463
17.49,3.7346
17.54,3.7112
17.59,3.6995
17.64,3.6761
17.70,3.6644
17.75,3.6468
17.80,3.6293
17.85,3.6117
17.90,3.5883
17.95,3.5707
18.00,3.5532
18.05,3.5356
18.11,3.5239
18.16,3.5005
18.21,3.4829
18.26,3.4654
18.31,3.4478
18.36,3.4302
18.41,3.4185
18.46,3.3951
18.51,3.3776
18.57,3.3600
18.62,3.3424
18.67,3.3249
18.72,3.3073
18.77,3.2898
18.82,3.2722
18.87,3.2546
18.92,3.2371
18.98,3.2195
19.03,3.2020
19.08,3.1844
19.13,3.1668
19.18,3.1434
19.23,3.1259
19.28,3.1083
19.33,3.0907
19.38,3.0732
19.44,3.0556
19.49,3.0380
19.54,3.0146
19.59,2.9971
19.64,2.9854
19.69,2.9620
19.74,2.9444
19.79,2.9268
19.85,2.9093
19.90,2.8859
19.95,2.8741
20.00,2.8566
20.05,2.8332
20.10,2.8156
20.15,2.7980
20.20,2.7746
20.25,2.7571
20.31,2.7454
20.36,2.7220
20.41,2.7044
20.46,2.6810
20.51,2.6693
20.56,2.6459
20.61,2.6283
20.66,2.6107
20.71,2.5932
20.77,2.5698
20.82,2.5580
20.87,2.5346
20.92,2.5171
20.97,2.4995
21.02,2.4761
21.07,2.4585
21.12,2.4351
21.18,2.4234
21.23,2.4059
21.28,2.3824
21.33,2.3590
21.38,2.3415
21.43,2.3239
21.48,2.3063
21.53,2.2829
21.59,2.2654
21.64,2.2478
21.69,2.2244
21.74,2.2068
21.79,2.1893
21.84,2.1659
21.89,2.1541
21.94,2.1307
21.99,2.1073
22.05,2.0898
22.10,2.0722
22.15,2.0546
22.20,2.0312
22.25,2.0137
22.30,1.9902
22.35,1.9727
22.40,1.9493
22.45,1.9376
22.51,1.9083
22.56,1.8907
22.61,1.8673
22.66,1.8498
22.71,1.8322
22.76,1.8088
22.81,1.7971
22.86,1.7737
22.92,1.7502
22.97,1.7327
23.02,1.7093
23.07,1.6917
23.12,1.6683
23.17,1.6507
23.22,1.6273
23.27,1.6098
23.33,1.5922
23.38,1.5688
23.43,1.5512
23.48,1.5337
23.53,1.5102
23.58,1.4868
23.63,1.4634
23.68,1.4459
23.73,1.4224
23.78,1.4049
23.84,1.3873
23.89,1.3698
23.94,1.3405
23.99,1.3171
24.04,1.2995
24.09,1.2761
24.14,1.2585
24.19,1.2351
24.25,1.2234
24.30,1.1941
24.35,1.1707
24.40,1.1532
24.45,1.1356
24.50,1.1063
24.55,1.0888
24.60,1.0654
24.66,1.0420
24.71,1.0244
24.76,1.0068
24.81,0.9893
24.86,0.9600
24.91,0.9424
24.96,0.9132
25.01,0.8956
25.06,0.8780
25.12,0.8546
25.17,0.8312
25.22,0.8078
25.27,0.7902
25.32,0.7668
25.37,0.7434
25.42,0.7259
25.47,0.7024
25.52,0.6790
25.58,0.6556
25.63,0.6380
25.68,0.6146
25.73,0.5912
25.78,0.5678
25.83,0.5502
25.88,0.5327
25.93,0.5034
25.99,0.4859
26.04,0.4624
26.09,0.4390
26.14,0.4156
26.19,0.3980
26.24,0.3746
26.29,0.3454
26.34,0.3278
26.40,0.3044
26.45,0.2868
26.50,0.2576
26.55,0.2400
26.60,0.2224
26.65,0.1990
26.70,0.1815
26.75,0.1463
26.80,0.1288
26.85,0.1112
26.91,0.0937
26.96,0.0702
27.01,0.0410
27.06,0.0176
