0.000000000000000e+00,1.238143963582793e-01
9.999999717180685e-10,1.238143815194691e-01
1.999999943436137e-09,1.238143766165108e-01
3.999999886872274e-09,1.238143781954424e-01
7.999999773744548e-09,1.238143847194584e-01
1.599999954748910e-08,1.238143937389344e-01
2.898228063551376e-08,1.238143955902820e-01
4.339681496841506e-08,1.238143511012298e-01
5.986506045728682e-08,1.238142098022010e-01
7.829402258622781e-08,1.238141086796500e-01
9.735697748291458e-08,1.238148928255174e-01
1.182915283643514e-07,1.238188287826495e-01
1.386183380311764e-07,1.238311399516450e-01
1.689932602443173e-07,1.238798164813825e-01
2.092984837015607e-07,1.240276387678701e-01
2.590975722772036e-07,1.243890217055880e-01
3.158915633001238e-07,1.250816619411891e-01
3.715487972154925e-07,1.260910666815343e-01
4.409962721289354e-07,1.277679148017711e-01
5.143218178362304e-07,1.299263112274591e-01
5.948215511908385e-07,1.326522138542507e-01
6.967744319284083e-07,1.364475692801839e-01
8.421802544234509e-07,1.421810272843011e-01
9.437320803298645e-07,1.463179411179778e-01
1.063444527389104e-06,1.512809260895457e-01
1.176693286017502e-06,1.560105476653221e-01
1.328265382864785e-06,1.623665975134848e-01
1.504994238040707e-06,1.697925112693682e-01
1.807677297865590e-06,1.825227906431051e-01
2.022585086962942e-06,1.915640654012605e-01
2.212636239795239e-06,1.995603117868211e-01
2.434065672138030e-06,2.088768453885879e-01
2.659253769990921e-06,2.183514474513076e-01
2.989500247538362e-06,2.322461240685205e-01
3.229431052893606e-06,2.423407838273948e-01
3.507546561360894e-06,2.540418659380689e-01
3.823995209196568e-06,2.673556900578418e-01
4.242772944066557e-06,2.849746380849620e-01
4.671451790910853e-06,3.030097822340668e-01
5.202945336705135e-06,3.253702169978139e-01
5.757383409403754e-06,3.486956803882275e-01
6.535114170271496e-06,3.814144575124139e-01
7.417373025972738e-06,4.185223306552386e-01
8.896232500765335e-06,4.806580679697343e-01
1.000000000000000e-05,5.269511688283335e-01
1.000608468401884e-05,5.271620282586631e-01
1.001825405205651e-05,5.276449204047329e-01
1.003018616883279e-05,5.281489696922788e-01
1.004633277824016e-05,5.288343795201484e-01
1.006396256552417e-05,5.295842537721560e-01
1.009510177813776e-05,5.309133163989421e-01
1.013165367369955e-05,5.324517534731221e-01
1.018684732322408e-05,5.346706756634645e-01
1.024635287731742e-05,5.368555957997412e-01
1.029598168251711e-05,5.384220795200159e-01
1.035336333973529e-05,5.398930141594775e-01
1.041358401615127e-05,5.410739242359697e-01
1.049117735669844e-05,5.421560718229019e-01
1.057591380069736e-05,5.429555124766363e-01
1.065112229900693e-05,5.434128355937538e-01
1.073169849887732e-05,5.437239568798995e-01
1.081024260480227e-05,5.439154068994976e-01
1.091040169311825e-05,5.440649042459820e-01
1.099900836124178e-05,5.441444141464824e-01
1.109789262815581e-05,5.441956614154833e-01
1.118741846362513e-05,5.442223291986219e-01
1.132026944140172e-05,5.442431915460808e-01
1.147926870491157e-05,5.442548261840441e-01
1.176099913396981e-05,5.442622995708017e-01
1.195422417801417e-05,5.442639492951513e-01
1.211557130125722e-05,5.442642524183638e-01
1.231105525130111e-05,5.442644317132099e-01
1.248731651616617e-05,5.442645427826651e-01
1.271195855782610e-05,5.442646610479844e-01
1.297749174352753e-05,5.442647958724549e-01
1.319657607950047e-05,5.442649045821895e-01
1.345494281458763e-05,5.442650337920136e-01
1.369101492162628e-05,5.442651513238148e-01
1.402544732651809e-05,5.442653183117205e-01
1.444241639767362e-05,5.442655256390780e-01
1.483889746676115e-05,5.442657231878878e-01
1.527604228228427e-05,5.442659394238696e-01
1.581164229908862e-05,5.442662041847757e-01
1.639864386932477e-05,5.442664942284101e-01
1.711563702680282e-05,5.442668500793273e-01
1.818021844818020e-05,5.442673784432215e-01
1.930382623284173e-05,5.442679364153373e-01
2.125331966041654e-05,5.442689039385764e-01
2.325444314044713e-05,5.442698971961821e-01
2.725669010050831e-05,5.442718831276712e-01
3.526118402063067e-05,5.442758552204014e-01
4.398024803252346e-05,5.442801818268781e-01
6.070469450863221e-05,5.442884810587152e-01
8.380648753300202e-05,5.442999448034676e-01
1.258509110550034e-04,5.443208084023670e-01
